Fecha;Cod_Libro;Cod_Usuario;Valor_Prestamo
27/01/2025;L027;U047;700
27/01/2025;L018;U074;700
27/01/2025;L039;U020;700
27/01/2025;L037;U043;700
28/01/2025;L033;U009;700
28/01/2025;L026;U029;700
28/01/2025;L033;U083;700
28/01/2025;L030;U049;700
28/01/2025;L039;U037;700
28/01/2025;L004;U090;700
28/01/2025;L039;U060;700
28/01/2025;L036;U006;700
28/01/2025;L007;U068;700
28/01/2025;L030;U048;700
29/01/2025;L007;U061;700
29/01/2025;L002;U047;700
29/01/2025;L023;U012;700
29/01/2025;L026;U019;700
29/01/2025;L014;U078;700
29/01/2025;L030;U049;700
29/01/2025;L010;U016;700
29/01/2025;L014;U018;700
29/01/2025;L012;U032;700
29/01/2025;L022;U081;700
30/01/2025;L027;U072;700
30/01/2025;L031;U019;700
30/01/2025;L019;U037;700
30/01/2025;L018;U074;700
30/01/2025;L011;U041;700
30/01/2025;L026;U003;700
30/01/2025;L020;U003;700
30/01/2025;L027;U010;700
30/01/2025;L015;U031;700
30/01/2025;L011;U018;700
30/01/2025;L016;U056;700
31/01/2025;L002;U070;700
31/01/2025;L007;U071;700
01/02/2025;L012;U025;700
01/02/2025;L038;U009;700
01/02/2025;L039;U037;700
02/02/2025;L002;U021;700
02/02/2025;L015;U085;700
03/02/2025;L024;U030;700
03/02/2025;L014;U030;700
03/02/2025;L019;U075;700
04/02/2025;L021;U074;700
04/02/2025;L027;U064;700
04/02/2025;L009;U087;700
04/02/2025;L031;U051;700
04/02/2025;L036;U060;700
04/02/2025;L002;U053;700
04/02/2025;L001;U063;700
05/02/2025;L029;U070;700
06/02/2025;L013;U064;700
06/02/2025;L006;U049;700
06/02/2025;L022;U081;700
06/02/2025;L027;U027;700
06/02/2025;L039;U083;700
06/02/2025;L002;U045;700
07/02/2025;L002;U087;700
07/02/2025;L008;U036;700
08/02/2025;L031;U080;700
08/02/2025;L012;U064;700
09/02/2025;L016;U003;700
10/02/2025;L025;U020;700
10/02/2025;L003;U084;700
10/02/2025;L037;U037;700
11/02/2025;L001;U034;700
11/02/2025;L027;U047;700
11/02/2025;L039;U086;700
11/02/2025;L036;U039;700
11/02/2025;L008;U045;700
11/02/2025;L016;U046;700
11/02/2025;L026;U039;700
11/02/2025;L034;U015;700
11/02/2025;L010;U079;700
11/02/2025;L014;U015;700
11/02/2025;L023;U002;700
11/02/2025;L025;U035;700
11/02/2025;L014;U086;700
11/02/2025;L022;U065;700
11/02/2025;L002;U010;700
11/02/2025;L023;U018;700
11/02/2025;L026;U086;700
11/02/2025;L012;U060;700
11/02/2025;L009;U003;700
12/02/2025;L003;U036;700
12/02/2025;L005;U055;700
12/02/2025;L033;U049;700
13/02/2025;L017;U037;700
13/02/2025;L026;U007;700
13/02/2025;L030;U007;700
13/02/2025;L027;U009;700
13/02/2025;L002;U023;700
13/02/2025;L027;U007;700
14/02/2025;L006;U031;700
15/02/2025;L036;U013;700
15/02/2025;L037;U069;700
15/02/2025;L031;U045;700
16/02/2025;L003;U071;700
16/02/2025;L018;U084;700
16/02/2025;L016;U076;700
16/02/2025;L013;U060;700
16/02/2025;L025;U083;700
16/02/2025;L034;U049;700
16/02/2025;L028;U089;700
16/02/2025;L039;U056;700
16/02/2025;L008;U025;700
16/02/2025;L010;U031;700
16/02/2025;L038;U039;700
16/02/2025;L038;U029;700
17/02/2025;L033;U085;700
18/02/2025;L019;U013;700
18/02/2025;L023;U056;700
19/02/2025;L015;U003;700
19/02/2025;L037;U064;700
19/02/2025;L009;U004;700
20/02/2025;L039;U042;700
20/02/2025;L010;U029;700
20/02/2025;L015;U054;700
20/02/2025;L033;U018;700
20/02/2025;L039;U008;700
20/02/2025;L016;U002;700
20/02/2025;L024;U011;700
20/02/2025;L021;U059;700
20/02/2025;L008;U013;700
20/02/2025;L016;U086;700
20/02/2025;L012;U025;700
20/02/2025;L026;U048;700
21/02/2025;L037;U088;700
21/02/2025;L022;U074;700
21/02/2025;L020;U083;700
21/02/2025;L017;U087;700
21/02/2025;L021;U061;700
21/02/2025;L015;U069;700
21/02/2025;L039;U009;700
21/02/2025;L030;U020;700
21/02/2025;L011;U061;700
21/02/2025;L013;U090;700
21/02/2025;L022;U046;700
22/02/2025;L027;U005;700
23/02/2025;L026;U019;700
23/02/2025;L030;U010;700
23/02/2025;L026;U044;700
23/02/2025;L026;U020;700
23/02/2025;L015;U090;700
23/02/2025;L009;U046;700
23/02/2025;L015;U023;700
23/02/2025;L008;U081;700
23/02/2025;L031;U087;700
23/02/2025;L008;U077;700
23/02/2025;L035;U042;700
23/02/2025;L024;U024;700
23/02/2025;L027;U020;700
23/02/2025;L022;U004;700
23/02/2025;L028;U013;700
23/02/2025;L017;U060;700
24/02/2025;L033;U037;700
24/02/2025;L028;U062;700
24/02/2025;L030;U020;700
24/02/2025;L037;U032;700
24/02/2025;L039;U049;700
25/02/2025;L031;U051;700
25/02/2025;L010;U060;700
25/02/2025;L035;U020;700
25/02/2025;L009;U086;700
26/02/2025;L028;U071;700
26/02/2025;L032;U055;700
27/02/2025;L016;U002;700
27/02/2025;L009;U047;700
27/02/2025;L007;U006;700
27/02/2025;L024;U033;700
27/02/2025;L026;U045;700
28/02/2025;L016;U012;700
28/02/2025;L018;U026;700
28/02/2025;L021;U022;700
28/02/2025;L010;U059;700
28/02/2025;L003;U027;700
28/02/2025;L040;U046;700
28/02/2025;L012;U022;700
28/02/2025;L021;U030;700
28/02/2025;L008;U036;700
28/02/2025;L018;U074;700
29/02/2025;L025;U082;700
29/02/2025;L037;U070;700
29/02/2025;L029;U060;700
29/02/2025;L015;U014;700
01/03/2025;L029;U068;700
01/03/2025;L006;U081;700
01/03/2025;L003;U045;700
01/03/2025;L016;U026;700
01/03/2025;L023;U080;700
01/03/2025;L011;U054;700
01/03/2025;L032;U057;700
02/03/2025;L003;U010;700
03/03/2025;L027;U081;700
03/03/2025;L040;U004;700
03/03/2025;L034;U081;700
03/03/2025;L023;U053;700
03/03/2025;L030;U046;700
03/03/2025;L027;U048;700
04/03/2025;L022;U075;700
04/03/2025;L003;U083;700
04/03/2025;L039;U037;700
04/03/2025;L037;U001;700
04/03/2025;L039;U089;700
04/03/2025;L001;U077;700
05/03/2025;L030;U041;700
05/03/2025;L037;U077;700
05/03/2025;L019;U047;700
05/03/2025;L030;U041;700
05/03/2025;L009;U013;700
05/03/2025;L033;U075;700
05/03/2025;L031;U060;700
05/03/2025;L018;U054;700
05/03/2025;L036;U025;700
05/03/2025;L022;U081;700
05/03/2025;L008;U081;700
06/03/2025;L038;U064;700
06/03/2025;L002;U081;700
06/03/2025;L012;U056;700
06/03/2025;L002;U065;700
06/03/2025;L020;U051;700
06/03/2025;L010;U008;700
06/03/2025;L031;U081;700
06/03/2025;L039;U088;700
06/03/2025;L023;U068;700
06/03/2025;L036;U051;700
06/03/2025;L036;U047;700
06/03/2025;L034;U030;700
07/03/2025;L037;U046;700
07/03/2025;L022;U080;700
07/03/2025;L037;U022;700
07/03/2025;L027;U010;700
07/03/2025;L015;U081;700
07/03/2025;L039;U020;700
07/03/2025;L006;U041;700
08/03/2025;L036;U005;700
08/03/2025;L012;U066;700
08/03/2025;L027;U004;700
08/03/2025;L016;U068;700
08/03/2025;L014;U014;700
08/03/2025;L020;U012;700
08/03/2025;L039;U029;700
08/03/2025;L021;U001;700
08/03/2025;L012;U040;700
08/03/2025;L022;U068;700
08/03/2025;L035;U001;700
08/03/2025;L005;U062;700
08/03/2025;L009;U020;700
09/03/2025;L010;U034;700
10/03/2025;L023;U018;700
10/03/2025;L023;U035;700
10/03/2025;L011;U048;700
10/03/2025;L009;U081;700
10/03/2025;L034;U087;700
11/03/2025;L024;U037;700
11/03/2025;L038;U003;700
11/03/2025;L037;U030;700
11/03/2025;L003;U017;700
11/03/2025;L024;U083;700
11/03/2025;L013;U046;700
11/03/2025;L009;U021;700
12/03/2025;L018;U022;700
12/03/2025;L036;U053;700
12/03/2025;L002;U029;700
12/03/2025;L012;U078;700
12/03/2025;L009;U038;700
12/03/2025;L023;U082;700
12/03/2025;L023;U081;700
13/03/2025;L039;U087;700
13/03/2025;L014;U046;700
14/03/2025;L006;U075;700
14/03/2025;L027;U052;700
14/03/2025;L039;U090;700
14/03/2025;L009;U018;700
14/03/2025;L038;U012;700
14/03/2025;L002;U053;700
14/03/2025;L031;U017;700
14/03/2025;L027;U075;700
14/03/2025;L023;U066;700
14/03/2025;L013;U037;700
14/03/2025;L014;U064;700
14/03/2025;L029;U058;700
14/03/2025;L011;U022;700
14/03/2025;L033;U082;700
14/03/2025;L012;U024;700
15/03/2025;L033;U086;700
15/03/2025;L012;U050;700
16/03/2025;L027;U057;700
16/03/2025;L002;U070;700
16/03/2025;L020;U066;700
17/03/2025;L023;U054;700
17/03/2025;L033;U063;700
17/03/2025;L038;U016;700
17/03/2025;L037;U051;700
17/03/2025;L001;U002;700
17/03/2025;L004;U075;700
17/03/2025;L027;U084;700
17/03/2025;L039;U036;700
17/03/2025;L031;U031;700
17/03/2025;L026;U048;700
18/03/2025;L036;U019;700
19/03/2025;L016;U064;700
19/03/2025;L002;U010;700
19/03/2025;L003;U007;700
20/03/2025;L007;U035;700
20/03/2025;L009;U081;700
20/03/2025;L002;U034;700
20/03/2025;L031;U030;700
20/03/2025;L002;U072;700
20/03/2025;L008;U018;700
21/03/2025;L016;U019;700
21/03/2025;L012;U056;700
21/03/2025;L037;U004;700
21/03/2025;L008;U059;700
22/03/2025;L031;U068;700
22/03/2025;L015;U037;700
23/03/2025;L024;U022;700
23/03/2025;L024;U064;700
23/03/2025;L002;U077;700
23/03/2025;L033;U062;700
23/03/2025;L030;U086;700
23/03/2025;L006;U034;700
24/03/2025;L029;U077;700
25/03/2025;L011;U073;700
25/03/2025;L021;U065;700
25/03/2025;L007;U081;700
25/03/2025;L023;U003;700
26/03/2025;L008;U043;700
26/03/2025;L012;U082;700
26/03/2025;L025;U074;700
27/03/2025;L020;U063;700
27/03/2025;L012;U059;700
27/03/2025;L023;U029;700
27/03/2025;L002;U074;700
27/03/2025;L015;U008;700
27/03/2025;L002;U063;700
27/03/2025;L012;U055;700
27/03/2025;L033;U009;700
27/03/2025;L017;U002;700
27/03/2025;L026;U062;700
28/03/2025;L028;U026;700
28/03/2025;L014;U084;700
28/03/2025;L019;U012;700
28/03/2025;L010;U087;700
28/03/2025;L026;U030;700
28/03/2025;L017;U020;700
28/03/2025;L026;U085;700
28/03/2025;L030;U036;700
29/03/2025;L028;U073;700
29/03/2025;L018;U051;700
29/03/2025;L037;U090;700
29/03/2025;L028;U016;700
30/03/2025;L022;U035;700
30/03/2025;L001;U049;700
30/03/2025;L014;U018;700
30/03/2025;L011;U078;700
30/03/2025;L027;U054;700
30/03/2025;L010;U054;700
30/03/2025;L008;U068;700
31/03/2025;L012;U058;700
31/03/2025;L039;U018;700
