Fecha;Cod_Libro;Cod_Usuario;Valor_Prestamo
01/05/2025;L014;U036;800
01/05/2025;L002;U081;800
01/05/2025;L024;U008;800
01/05/2025;L006;U012;800
01/05/2025;L006;U084;800
01/05/2025;L030;U085;800
01/05/2025;L023;U002;800
02/05/2025;L005;U078;800
02/05/2025;L037;U042;800
02/05/2025;L030;U050;800
03/05/2025;L018;U060;800
03/05/2025;L015;U060;800
03/05/2025;L020;U061;800
03/05/2025;L013;U084;800
04/05/2025;L039;U010;800
04/05/2025;L014;U081;800
05/05/2025;L024;U060;800
05/05/2025;L023;U081;800
05/05/2025;L037;U044;800
06/05/2025;L011;U069;800
06/05/2025;L023;U059;800
06/05/2025;L037;U019;800
06/05/2025;L025;U016;800
06/05/2025;L029;U088;800
06/05/2025;L008;U067;800
06/05/2025;L015;U066;800
06/05/2025;L008;U025;800
06/05/2025;L030;U078;800
06/05/2025;L037;U070;800
07/05/2025;L008;U008;800
08/05/2025;L030;U030;800
09/05/2025;L012;U089;800
09/05/2025;L025;U026;800
09/05/2025;L003;U033;800
09/05/2025;L030;U004;800
09/05/2025;L033;U005;800
10/05/2025;L012;U002;800
10/05/2025;L037;U082;800
10/05/2025;L010;U038;800
10/05/2025;L022;U040;800
10/05/2025;L029;U076;800
10/05/2025;L027;U036;800
10/05/2025;L024;U018;800
11/05/2025;L004;U053;800
11/05/2025;L039;U086;800
11/05/2025;L027;U012;800
11/05/2025;L027;U060;800
11/05/2025;L020;U037;800
11/05/2025;L021;U059;800
11/05/2025;L024;U040;800
12/05/2025;L030;U060;800
12/05/2025;L011;U003;800
12/05/2025;L026;U061;800
12/05/2025;L023;U043;800
13/05/2025;L017;U081;800
14/05/2025;L035;U003;800
15/05/2025;L037;U023;800
15/05/2025;L012;U074;800
16/05/2025;L007;U041;800
16/05/2025;L030;U065;800
16/05/2025;L010;U050;800
16/05/2025;L020;U006;800
17/05/2025;L015;U047;800
17/05/2025;L027;U065;800
17/05/2025;L024;U037;800
18/05/2025;L036;U075;800
18/05/2025;L025;U064;800
18/05/2025;L005;U081;800
18/05/2025;L031;U074;800
18/05/2025;L025;U060;800
18/05/2025;L023;U018;800
18/05/2025;L027;U007;800
18/05/2025;L028;U021;800
18/05/2025;L030;U028;800
18/05/2025;L002;U077;800
18/05/2025;L003;U084;800
18/05/2025;L023;U081;800
18/05/2025;L026;U059;800
18/05/2025;L018;U003;800
18/05/2025;L015;U057;800
18/05/2025;L010;U002;800
19/05/2025;L034;U060;800
19/05/2025;L015;U060;800
19/05/2025;L039;U035;800
19/05/2025;L015;U034;800
19/05/2025;L039;U081;800
19/05/2025;L018;U061;800
19/05/2025;L018;U082;800
19/05/2025;L012;U015;800
19/05/2025;L007;U074;800
20/05/2025;L019;U047;800
20/05/2025;L017;U008;800
20/05/2025;L006;U053;800
20/05/2025;L031;U046;800
20/05/2025;L011;U051;800
21/05/2025;L022;U034;800
21/05/2025;L037;U031;800
21/05/2025;L031;U022;800
22/05/2025;L019;U034;800
23/05/2025;L026;U006;800
24/05/2025;L023;U020;800
25/05/2025;L018;U047;800
26/05/2025;L003;U054;800
27/05/2025;L027;U076;800
27/05/2025;L007;U081;800
27/05/2025;L039;U046;800
28/05/2025;L008;U008;800
28/05/2025;L037;U049;800
28/05/2025;L003;U086;800
28/05/2025;L026;U041;800
28/05/2025;L003;U055;800
28/05/2025;L013;U081;800
28/05/2025;L020;U015;800
28/05/2025;L033;U090;800
28/05/2025;L033;U005;800
29/05/2025;L018;U052;800
29/05/2025;L031;U090;800
29/05/2025;L036;U001;800
30/05/2025;L037;U081;800
30/05/2025;L003;U008;800
30/05/2025;L010;U067;800
31/05/2025;L011;U004;800
31/05/2025;L011;U055;800
31/05/2025;L004;U060;800
01/06/2025;L003;U084;800
01/06/2025;L035;U081;800
02/06/2025;L001;U083;800
02/06/2025;L009;U048;800
02/06/2025;L037;U003;800
03/06/2025;L002;U046;800
03/06/2025;L006;U035;800
03/06/2025;L039;U081;800
04/06/2025;L030;U081;800
04/06/2025;L029;U086;800
04/06/2025;L007;U038;800
04/06/2025;L018;U055;800
04/06/2025;L037;U059;800
05/06/2025;L008;U052;850
05/06/2025;L027;U082;850
05/06/2025;L002;U004;850
05/06/2025;L001;U074;850
06/06/2025;L031;U056;850
06/06/2025;L031;U035;850
06/06/2025;L002;U071;850
06/06/2025;L038;U088;850
06/06/2025;L023;U054;850
06/06/2025;L030;U065;850
06/06/2025;L011;U089;850
07/06/2025;L003;U027;850
07/06/2025;L009;U035;850
07/06/2025;L024;U040;850
07/06/2025;L007;U002;850
07/06/2025;L021;U064;850
07/06/2025;L029;U037;850
07/06/2025;L016;U003;850
07/06/2025;L023;U029;850
07/06/2025;L026;U081;850
08/06/2025;L031;U025;850
08/06/2025;L026;U074;850
08/06/2025;L022;U060;850
08/06/2025;L002;U043;850
08/06/2025;L018;U074;850
08/06/2025;L037;U065;850
08/06/2025;L007;U064;850
08/06/2025;L011;U039;850
08/06/2025;L026;U088;850
09/06/2025;L039;U046;850
09/06/2025;L011;U012;850
09/06/2025;L026;U084;850
09/06/2025;L031;U074;850
09/06/2025;L020;U073;850
09/06/2025;L037;U081;850
09/06/2025;L015;U052;850
09/06/2025;L008;U074;850
09/06/2025;L002;U047;850
10/06/2025;L024;U073;850
10/06/2025;L009;U009;850
10/06/2025;L039;U013;850
10/06/2025;L002;U038;850
11/06/2025;L012;U026;850
11/06/2025;L005;U064;850
12/06/2025;L002;U004;850
12/06/2025;L031;U006;850
12/06/2025;L027;U023;850
13/06/2025;L030;U017;850
13/06/2025;L036;U074;850
13/06/2025;L009;U017;850
13/06/2025;L027;U081;850
13/06/2025;L015;U069;850
13/06/2025;L021;U081;850
13/06/2025;L020;U014;850
13/06/2025;L002;U037;850
14/06/2025;L011;U076;850
14/06/2025;L006;U044;850
14/06/2025;L030;U005;850
15/06/2025;L011;U051;850
15/06/2025;L036;U018;850
15/06/2025;L006;U017;850
15/06/2025;L021;U063;850
15/06/2025;L020;U045;850
15/06/2025;L033;U057;850
16/06/2025;L028;U064;850
16/06/2025;L011;U090;850
16/06/2025;L001;U046;850
16/06/2025;L040;U019;850
17/06/2025;L039;U012;850
17/06/2025;L030;U052;850
17/06/2025;L023;U066;850
18/06/2025;L003;U053;850
18/06/2025;L034;U016;850
18/06/2025;L036;U025;850
18/06/2025;L007;U017;850
18/06/2025;L031;U083;850
18/06/2025;L029;U047;850
18/06/2025;L002;U087;850
18/06/2025;L027;U081;850
18/06/2025;L002;U041;850
18/06/2025;L001;U081;850
18/06/2025;L038;U047;850
18/06/2025;L017;U023;850
18/06/2025;L017;U005;850
18/06/2025;L024;U081;850
18/06/2025;L027;U031;850
18/06/2025;L023;U024;850
18/06/2025;L023;U074;850
18/06/2025;L015;U056;850
18/06/2025;L023;U017;850
18/06/2025;L023;U025;850
18/06/2025;L022;U014;850
19/06/2025;L036;U064;850
19/06/2025;L008;U026;850
19/06/2025;L020;U062;850
19/06/2025;L013;U028;850
19/06/2025;L007;U051;850
19/06/2025;L023;U026;850
19/06/2025;L002;U058;850
19/06/2025;L027;U015;850
19/06/2025;L015;U090;850
19/06/2025;L009;U049;850
19/06/2025;L033;U087;850
19/06/2025;L030;U037;850
19/06/2025;L039;U046;850
19/06/2025;L032;U003;850
19/06/2025;L020;U006;850
20/06/2025;L024;U064;850
20/06/2025;L040;U072;850
20/06/2025;L019;U006;850
21/06/2025;L031;U076;850
21/06/2025;L017;U077;850
21/06/2025;L031;U062;850
22/06/2025;L023;U025;850
22/06/2025;L007;U085;850
22/06/2025;L027;U073;850
23/06/2025;L022;U056;850
23/06/2025;L008;U049;850
23/06/2025;L003;U027;850
23/06/2025;L015;U016;850
23/06/2025;L026;U059;850
24/06/2025;L015;U015;850
24/06/2025;L032;U081;850
25/06/2025;L023;U048;850
25/06/2025;L029;U024;850
25/06/2025;L010;U016;850
25/06/2025;L037;U073;850
26/06/2025;L022;U078;850
26/06/2025;L039;U044;850
26/06/2025;L004;U087;850
26/06/2025;L033;U071;850
26/06/2025;L018;U081;850
26/06/2025;L030;U034;850
26/06/2025;L027;U024;850
26/06/2025;L026;U004;850
26/06/2025;L039;U038;850
26/06/2025;L029;U064;850
27/06/2025;L037;U088;850
27/06/2025;L025;U004;850
27/06/2025;L021;U054;850
28/06/2025;L003;U024;850
29/06/2025;L027;U015;850
29/06/2025;L015;U056;850
30/06/2025;L012;U029;850
30/06/2025;L026;U072;850
30/06/2025;L034;U090;850
