ID_Curso;;URL;Precio;Suscriptores;Vistas;Nivel;Área
965832;Comercio de divisas FOREX para principiantes;https://www.udemia.cl/forex-currency-trading-for-beginners/;25000;2;35;Nivel intermedio;Finanzas
358326;Gráfico de productos básicos de FX Patrones comerciales para el éxito;https://www.udemia.cl/fx-commodity-chart-patterns-mt4-platform/;50000;10;83;Todos los niveles;Finanzas
614472;Use Crowdfunding de manera efectiva con Indiegogo y Kickstarter;https://www.udemia.cl/learncrowdfunding/;0;32;6533;Todos los niveles;Finanzas
985922;Curso introductorio de comercio de divisas;https://www.udemia.cl/introductory-forex-trading-course/;0;158;5931;Nivel intermedio;Finanzas
58977;Estrategia de dominio de principiantes binarios.;https://www.udemia.cl/binary-beginners-mastery-strategy/;0;8;927;Nivel principiante;Finanzas
258232;Emini ES Futures - Comercio avanzado de opciones no direccionales;https://www.udemia.cl/emini-es-futures-advanced-non-direccional-options-trading/;200000;15;1057;Todos los niveles;Finanzas
434774;Estudios de caso en macroeconomía;https://www.udemia.cl/case-studies-in-macro-economics/;50000;1;114;Nivel intermedio;Finanzas
256200;Matemáticas financieras con HP12C y MS Excel;https://www.udemia.cl/matematica-financeira-com-hp12-e-ms-excel/;20000;17;74;Nivel principiante;Finanzas
596598;Contabilidad y el triple resultado final;https://www.udemia.cl/contabilidad-y-el-triple-resultado-inferior/;30000;2;6;Todos los niveles;Finanzas
627540;Razones financieras usando Excel;https://www.udemia.cl/financialratios/;100000;14;1223;Todos los niveles;Finanzas
1005312;COMERCIO: DESAFÍO 5K;https://www.udemia.cl/trading_course/;55000;10;375;Nivel intermedio;Finanzas
233900;Contabilización de la depreciación (nivel de collage);https://www.udemia.cl/contabilidad-depreciacion/;20000;1;576;Nivel Experto;Finanzas
377370;VERDADES COMERCIALES;https://www.udemia.cl/trading-truths/;50000;14;1405;Nivel principiante;Finanzas
923616;Trading mit kleinen Konten - Grundlagen die du kennen musst;https://www.udemia.cl/werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt/;80000;4;74;Todos los niveles;Finanzas
47504;Finanzas - Análisis e interpretaciones de razones;https://www.udemia.cl/ratios-financieros/;30000;52;10338;Nivel principiante;Finanzas
199450;Invertir en acciones: evitar pérdidas en el mercado de valores;https://www.udemia.cl/evitar-las-pérdidas-de-inversiones-pronosticar-la-proxima-recesión/;125000;12;1136;Nivel intermedio;Finanzas
105972;Python Algo Trading: Sentimiento de comercio con noticias;https://www.udemia.cl/hedge-fund-strategy-trading-with-sentiment-analysis/;200000;19;294;Todos los niveles;Finanzas
885974;61% de ganancia en 1 mes: aplaste su paradigma de operaciones de cambio;https://www.udemia.cl/61-ganancias-en-1-mes-rompiendo-su-paradigma-comercial/;20000;29;1027;Nivel intermedio;Finanzas
716828;Comercio de divisas básico para avanzar en el curso de nivel profesional;https://www.udemia.cl/forex-trading-basic-to-advance-professional-level-course/;20000;13;750;Nivel principiante;Finanzas
214046;Curso de Comercio Triple P;https://www.udemia.cl/triple-p-trading-course/;20000;15;797;Todos los niveles;Finanzas
373716;Sistema de comercio de fondos de cobertura;https://www.udemia.cl/hedge-fund-trading-system/;0;584;8985;Nivel Experto;Finanzas
215728;Basilea II;https://www.udemia.cl/basel-ii/;50000;6;78;Nivel principiante;Finanzas
196620;Costo de capital y costo promedio ponderado de capital;https://www.udemia.cl/costo-promedio-ponderado-de-capital-wacc/;0;3;405;Nivel principiante;Finanzas
632368;Curso de Trading práctico basado en casos reales;https://www.udemia.cl/trading-practico/;20000;6;44;Todos los niveles;Finanzas
805336;Resumen práctico de contabilidad y contabilidad automatizada;https://www.udemia.cl/practical-accounts-bookkeeping-automated-overview/;20000;17;2060;Nivel principiante;Finanzas
249950;Introducción a la Contabilidad - Análisis de Estados Financieros;https://www.udemia.cl/introduction-to-accounting-analyzing-financial-statements/;60000;15;37;Nivel principiante;Finanzas
824592;Forex - Opere con Gartley con precisión - Estrategia completa;https://www.udemia.cl/forex-trade-gartley-with-precision-complete-strategy/;20000;1;50;Todos los niveles;Finanzas
383414;Forex/Opciones Binarias para Principiantes;https://www.udemia.cl/forexopciones-binarias-para-principiantes/;25000;5;9;Nivel principiante;Finanzas
662450;Negociación de opciones: cómo ganar si no puede predecir el mercado;https://www.udemia.cl/option-trading-how-to-earn/;145000;19;2305;Todos los niveles;Finanzas
275294;Estafa Forex: Evite la estafa hoy;https://www.udemia.cl/secretos-forex/;20000;27;1086;Nivel principiante;Finanzas
41973;Enciclopedia de inversión bursátil: cómo invertir en acciones;https://www.udemia.cl/stockmarket/;200000;11;3143;Nivel intermedio;Finanzas
153210;Preparación de impuestos: ¡Aprende rápido! ¡Prepare impuestos con confianza!;https://www.udemia.cl/taxpreparation/;200000;32;609;Todos los niveles;Finanzas
245822;Trading de patrones gráficos desmitificado;https://www.udemia.cl/stock-chart-patterns-forecasting-explosive-gains-technical-analysis/;200000;8;1023;Todos los niveles;Finanzas
308694;Análisis empresarial: trabajar con casos de uso;https://www.udemia.cl/usecases/;90000;224;2338;Todos los niveles;Finanzas
709536;Lea los estados financieros como un profesional;https://www.udemia.cl/leer-estados-financieros-en-5-minutos/;50000;1;12;Nivel intermedio;Finanzas
606928;Forex Killing Divergence - Cómo operar con precisión;https://www.udemia.cl/forex-killing-divergence-how-to-trade-with-precision/;20000;38;1168;Nivel principiante;Finanzas
353044;¡Modelado financiero para profesionales en 1 día!;https://www.udemia.cl/modelo-financiero-para-profesionales/;200000;12;226;Todos los niveles;Finanzas
476268;Contango VXX - Negociación de opciones de ETF - Duplica tu inversión;https://www.udemia.cl/contango-vxx-trading-idiot-proof-way-to-double-your-return/;200000;20;513;Todos los niveles;Finanzas
1090408;Nivel 1 Programa CFA® 2014 - Finanzas corporativas;https://www.udemia.cl/level-1-2014-cfa-program-corporate-finance/;40000;1;204;Todos los niveles;Finanzas
611420;Ley de contratos indios de 1872: Obligatorio para todos los profesionales financieros;https://www.udemia.cl/indian-contract-act-1872must-know-for-finance-professionals/;20000;3;605;Nivel principiante;Finanzas
399170;Ganar operaciones de cambio con ejemplos de operaciones de cambio en vivo;https://www.udemia.cl/forexmacross/;200000;3;809;Nivel intermedio;Finanzas
955748;Éxito en Kickstarter en 5 sencillos pasos;https://www.udemia.cl/kickstarter-success-in-5-easy-steps/;20000;0;0;Todos los niveles;Finanzas
407984;Duplique su salario con cursos gratuitos, locales y de capacitación laboral;https://www.udemia.cl/how-to-search-the-internet-to-get-free-training-education/;20000;1;8;Nivel principiante;Finanzas
408440;Análisis técnico utilizando la teoría de las ondas de Elliott;https://www.udemia.cl/technical-analysis-using-elliott-wave-theory/;60000;7;217;Nivel principiante;Finanzas
471428;Aprenda modelos financieros desde cero - Parte 3;https://www.udemia.cl/learn-financial-modeling-part-3/;50000;0;2;Nivel principiante;Finanzas
1154754;Una guía para operar con opciones binarias como un experto;https://www.udemia.cl/a-guide-to-trade-binary-options-like-an-expert/;55000;0;4;Todos los niveles;Finanzas
828254;Curso completo de GST y certificación: haga crecer su práctica de CA;https://www.udemia.cl/impuestos-sobre-bienes-y-servicios/;75000;923;2792;Todos los niveles;Finanzas
719698;Comercio para principiantes - Nivel de entrada;https://www.udemia.cl/trading-for-beginners-tier-1/;0;256;5077;Todos los niveles;Finanzas
255592;Analizar Inversiones Inmobiliarias | Modelamiento financiero;https://www.udemia.cl/modelado-financiero-inmobiliario/;20000;18;120;Nivel principiante;Finanzas
363404;Gestión de Forex - Estudio detallado para los exámenes CA / CS / CFA;https://www.udemia.cl/finanzas-internacionales-un-estudio-comprensivo/;50000;2;131;Todos los niveles;Finanzas
46927;Una guía para principiantes sobre análisis técnico de gráficos de acciones;https://www.udemia.cl/beginners-guide-to-technical-analysis/;40000;78;829;Nivel principiante;Finanzas
528488;Haz tus propias cuentas;https://www.udemia.cl/doyourownaccounts/;35000;2;42;Nivel principiante;Finanzas
40670;Master Calendar Spreads con este comercio en vivo en Gold (GLD);https://www.udemia.cl/calendar-spreads/;60000;44;540;Nivel principiante;Finanzas
211874;La guía definitiva para invertir en dividendos y crecimiento de dividendos;https://www.udemia.cl/investing-learn-how-to-build-a-dividend-portfolio-step-by-step/;200000;59;2115;Todos los niveles;Finanzas
262370;oscilación alta - ÙƒÙˆØ±Ø³ Ù„ØªØ¹Ù„ÙŠÙ… Ø¬Ù…ÙŠØ¹ Ù…Ø±Ø§ØÙ„ Ø§ØªØ±Ø§Ù ØªØ¯Ø§ÙˆÙ„ Ø§Ù„Ù ÙˆØ±ÙƒØ³;https://www.udemia.cl/wiqvfsmc/;100000;4;12;Nivel principiante;Finanzas
283780;Cómo negociar opciones;https://www.udemia.cl/how-to-trade-options/;45000;1;12;Nivel principiante;Finanzas
851106;¡Cómo convertirse en contador desde cero!;https://www.udemia.cl/el-estudio-de-caso-de-udemy/;40000;7;1169;Nivel intermedio;Finanzas
372234;Taller de Breakout Patterns por Pattern Trader;https://www.udemia.cl/breakout-patterns-workshop-by-pattern-trader/;60000;6;32;Todos los niveles;Finanzas
512400;Tenga éxito en los bonos aunque no sepa por dónde empezar;https://www.udemia.cl/tener-éxito-en-los-bonos-incluso-si-no-sabe-por-dónde-empezar/;200000;6;1113;Nivel intermedio;Finanzas
489146;Análisis fundamental de acciones con Excel;https://www.udemia.cl/stock-fundamental-analysis-con-excel/;50000;13;206;Nivel principiante;Finanzas
363078;Fondos Mutuos para Inversionistas en Cuentas de Retiro;https://www.udemia.cl/fondos-mutuos-para-inversores-en-cuentas-de-jubilacion/;20000;0;0;Todos los niveles;Finanzas
592338;Cómo crear una rutina Trading;https://www.udemia.cl/how-to-create-a-trading-routine/;25000;8;307;Todos los niveles;Finanzas
199822;Impuestos internacionales - Impuestos más allá de las fronteras;https://www.udemia.cl/international-tax-course-intermediate-level/;100000;6;27;Todos los niveles;Finanzas
284118;Ø§Ù„Ø¯Ø±ÙˆØ³ Ø§Ù„ØªØ¹Ù„ÙŠÙ…ÙŠØ© Ù„Ø³ÙˆÙ‚ Ø§Ù„Ù ÙˆØ±ÙƒØ³ ÙˆØ§Ù„Ø£Ø³ÙˆØ§Ù‚ Ø§Ù„ Ù…Ø§Ù „ÙŠØ© Ø§Ù„Ø£Ø®Ø±Ù‰;https://www.udemia.cl/arabic-forex-education-by-pforex/;0;3;368;Nivel intermedio;Finanzas
73068;Campamento de entrenamiento de MQL5;https://www.udemia.cl/mql5-tutorial-bootcamp/;20000;7;978;Todos los niveles;Finanzas
765562;Introducción a Bitcoin para principiantes;https://www.udemia.cl/introduccion-a-bitcoin-para-principiantes/;20000;1;2;Todos los niveles;Finanzas
595258;Dinámica de la curva de rendimiento;https://www.udemia.cl/yield-curve-dynamics/;50000;24;397;Todos los niveles;Finanzas
598266;1 - Conceptos de Estadística Para Principiantes Paso a Paso;https://www.udemia.cl/conceptos-de-estadistica/;200000;4;273;Todos los niveles;Finanzas
46010;Fundamentos del comercio de opciones y la inversión;https://www.udemia.cl/options-trading-course-australia/;20000;21;6374;Nivel principiante;Finanzas
112296;Aprenda a operar en Forex Big U-Turn Trade;https://www.udemia.cl/learn-to-trade-forex-big-u-turn-trade/;50000;13;106;Todos los niveles;Finanzas
441112;Modelado Financiero 101;https://www.udemia.cl/modelo-financiero-101/;0;37;1086;Todos los niveles;Finanzas
919906;Curso de Forex Trading: Trabaje de manera más inteligente, no más difícil Resultados comprobados;https://www.udemia.cl/el-curso-completo-de-comercio/;195000;52;4061;Todos los niveles;Finanzas
794151;El Curso Avanzado de Forex para Traders Inteligentes;https://www.udemia.cl/curso-de-forex-avanzado/;0;144;8236;Todos los niveles;Finanzas
567070;Straddles cortos: Explotar la volatilidad de la opción de ganancias;https://www.udemia.cl/short-straddles-exploit-option-volatility-crush/;60000;8;59;Nivel principiante;Finanzas
236080;Trading de Opciones 3: Método Avanzado de Ganancias y Éxito en Acciones;https://www.udemia.cl/day-trading-stock-options-3/;195000;34;5172;Todos los niveles;Finanzas
447362;Carreras de cobertura y fondos mutuos: la guía completa;https://www.udemia.cl/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/;200000;340;3255;Nivel principiante;Finanzas
1005658;Navegue por el 10-K y otros informes financieros;https://www.udemia.cl/navegar-los-10-k-y-otros-informes-financieros/;40000;55;653;Todos los niveles;Finanzas
836926;Introducción al comercio diario;https://www.udemia.cl/introduction-to-day-trading/;50000;5;79;Nivel intermedio;Finanzas
221306;Trading para Principiantes - Nivel Intermedio;https://www.udemia.cl/trading-for-beginners-tier-2/;150000;40;3979;Todos los niveles;Finanzas
796450;¿Cómo usar Metatrader 4 para hacer trading?;https://www.udemia.cl/como-usar-metatrader-4-para-hacer-trading/;20000;1;25;Todos los niveles;Finanzas
1100746;Forex para principiantes: una guía para el comercio de divisas;https://www.udemia.cl/forex-for-beginners-a-guide-to-currency-trading/;20000;10;68;Nivel principiante;Finanzas
1035472;Comercio de alta probabilidad en cualquier mercado: acciones y divisas;https://www.udemia.cl/motrendtum-high-probability-trading/;95000;27;353;Todos los niveles;Finanzas
502240;Comercio de acciones de Python Algo: ¡automatice su comercio!;https://www.udemia.cl/algorithmic-stock-trading-bootcamp-automatice-your-trading/;95000;21;1165;Nivel principiante;Finanzas
1188742;Cuatro fundamentos de la planificación financiera;https://www.udemia.cl/cuatro-fundamentos-de-la-planificacion-financiera/;30000;23;6219;Nivel intermedio;Finanzas
421054;FastTrack a las estrategias de negociación de acciones;https://www.udemia.cl/fasttrack-to-stock-trading-strategies/;25000;5;5685;Nivel intermedio;Finanzas
501960;Análisis técnico de acciones con Excel;https://www.udemia.cl/análisis-técnico-de-stock-con-excel/;50000;16;156;Nivel principiante;Finanzas
471446;Hablar en Público: Usted Puede Dar Excelentes Presentaciones Financieras;https://www.udemia.cl/como-dar-presentaciones-financieras/;20000;6;916;Nivel intermedio;Finanzas
364566;Cómo obtengo devoluciones consistentes Opciones comerciales;https://www.udemia.cl/how-i-make-15-per-month-trading-options/;200000;162;2310;Todos los niveles;Finanzas
474150;3. Interés compuesto;https://www.udemia.cl/interés-compuesto/;20000;2;570;Nivel principiante;Finanzas
722174;Mercado de valores para principiantes: kit completo de herramientas para principiantes;https://www.udemia.cl/complete-stock-market-starter-toolkit-for-beginners/;120000;45;577;Nivel principiante;Finanzas
414246;Aprenda Global Macro Trading & Investing para inversores minoristas;https://www.udemia.cl/gms-soros/;75000;16;178;Todos los niveles;Finanzas
692176;¿Invertir en acciones? Domina el arte de la venta de llamadas cubiertas;https://www.udemia.cl/no-deje-dinero-sobre-la-mesa-venda-llamadas-cubiertas/;80000;17;1095;Todos los niveles;Finanzas
666910;Lo que debe saber para convertirse en comerciante;https://www.udemia.cl/lo-que-debe-saber-para-convertirse-en-trader/;125000;2;17;Todos los niveles;Finanzas
613422;Técnicas de Trading Inteligentes para Resultados Semanales Seguros y Consistentes;https://www.udemia.cl/smart-trading-techniques-for-safe-consistent-weekly-result/;100000;11;46;Nivel principiante;Finanzas
292462;Introducción a la inversión de impacto;https://www.udemia.cl/introduccion-a-la-inversion-de-impacto/;200000;4;44;Nivel principiante;Finanzas
86558;EFT para el éxito en el comercio de opciones sobre acciones y mejores operaciones;https://www.udemia.cl/eft-for-stock-option-trading-success/;95000;13;4530;Todos los niveles;Finanzas
392478;Opciones comerciales con flujo de dinero;https://www.udemia.cl/trading-options-using-money-flow/;200000;42;1380;Todos los niveles;Finanzas
43441;Trading algorítmico en MATLAB: GUI de la aplicación WFAToolbox (Finanzas);https://www.udemia.cl/algorithmic-trading-with-matlab-wfatoolbox/;20000;41;1749;Todos los niveles;Finanzas
165122;Aprenda a invertir en su comedor;https://www.udemia.cl/aprenda-a-investir-seu-dinheiro/;85000;28;150;Todos los niveles;Finanzas
934614;Interpretación de estados financieros;https://www.udemia.cl/estadosfinancieros/;20000;29;1449;Todos los niveles;Finanzas
855172;Introducción a los pagos digitales;https://www.udemia.cl/pagos/;0;351;12217;Todos los niveles;Finanzas
155344;Cómo elegir las acciones de centavo adecuadas para invertir en 2017;https://www.udemia.cl/how-to-make-5000month-trading-penny-stocks/;150000;65;9015;Todos los niveles;Finanzas
709500;Técnicas de elaboración de presupuestos de gestión financiera;https://www.udemia.cl/learn-cash-budgeting-techniques/;20000;3;2045;Nivel principiante;Finanzas
746432;director de patrimonio;https://www.udemia.cl/director-de-riqueza-oficial/;45000;0;4;Nivel intermedio;Finanzas
471546;Los fundamentos de las finanzas para profesionales no financieros;https://www.udemia.cl/finanzas-para-no-finanzas/;40000;3;206;Nivel principiante;Finanzas
528784;Mercados bursátiles: Cómo me hice rico al cambiar la forma en que opero;https://www.udemia.cl/become-wealthy-trading-in-the-stock-market/;20000;6;646;Nivel intermedio;Finanzas
1046992;Controles internos corporativos y controles de fraude;https://www.udemia.cl/corporate-internal-controls-fraud-controls/;50000;0;1;Nivel principiante;Finanzas
575676;Introducción a la contabilidad: el lenguaje de los negocios;https://www.udemia.cl/learnaccountingforfree/;20000;370;11958;Todos los niveles;Finanzas
537884;Análisis de ratios para banqueros y analistas de crédito;https://www.udemia.cl/ratio-analysis-for-bankers-and-credit-analysts/;20000;0;1;Todos los niveles;Finanzas
471440;Certificación de Gerente de Riesgo Financiero (FRM): Nivel I;https://www.udemia.cl/financial-risk-manager-frm-certification-level-i/;50000;25;87;Nivel principiante;Finanzas
402836;Las verdades sobre la jubilación (in)segura;https://www.udemia.cl/retirement-planning-calculator/;200000;6;86;Todos los niveles;Finanzas
52118;Consejos y trucos del Departamento de Contabilidad - Principiante a Avanzado;https://www.udemia.cl/finanzas-y-contabilidad-para-principiantes/;95000;14;1222;Todos los niveles;Finanzas
874284;Trader sur le Forex con Ichimoku;https://www.udemia.cl/apprendre-a-trader-le-forex-avec-ichimoku/;90000;12;48;Nivel principiante;Finanzas
791574;Gestión Financiera Instrumentos del Mercado de Capitales;https://www.udemia.cl/capital-market-instrumentos/;25000;5;2650;Nivel intermedio;Finanzas
411168;Introducción al mundo de las finanzas de capital;https://www.udemia.cl/equity-finance-basics/;20000;9;29;Nivel principiante;Finanzas
588764;Invertir internacionalmente en bienes raíces, acciones y bonos;https://www.udemia.cl/investing-internationally-into-real-estate-stocks-and-bonds/;200000;14;1101;Nivel principiante;Finanzas
337320;Invertir en bolsa para principiantes;https://www.udemia.cl/la-guia-para-principiantes-del-mercado-de-valores/;0;2698;50855;Todos los niveles;Finanzas
941990;Finanzas para ejecutivos no financieros;https://www.udemia.cl/finanzas-para-ejecutivos-no-financieros/;180000;44;944;Nivel principiante;Finanzas
965306;Aprende a Ganar Dinero en la Bolsa;https://www.udemia.cl/aprende-a-ganar-dinero-en-la-bolsa/;30000;16;112;Nivel principiante;Finanzas
822514;Comerciantes de Forex: cree su primer robot comercial. ¡Sin codificación!;https://www.udemia.cl/lanzar-tu-maravilloso-robot-forex-en-30-minutos-sin-codificación/;200000;84;2295;Nivel intermedio;Finanzas
834558;BuchfÃ¼hrung lernen leicht gemacht;https://www.udemia.cl/buchfuehrung-lernen-leicht-gemacht/;40000;39;446;Todos los niveles;Finanzas
840300;"Conozca el Índice VIX (también conocido como 'El índice del miedo)""";https://www.udemia.cl/vix-index/;60000;64;727;Todos los niveles;Finanzas
394636;Contabilidad básica;https://www.udemia.cl/curso-de-contabilidad-básica/;35000;0;0;Nivel principiante;Finanzas
403100;Cómo opero con éxito en Forex;https://www.udemia.cl/how-trade-forex-successfully/;0;109;5768;Todos los niveles;Finanzas
874312;Cómo ser un comerciante de Forex rentable;https://www.udemia.cl/hacer-dinero-en-el-mercado-forex/;20000;13;1029;Nivel principiante;Finanzas
317030;Análisis de razones para estados financieros;https://www.udemia.cl/ratio-analysis-financial-statements/;50000;0;0;Todos los niveles;Finanzas
677802;Señales de la estructura del mercado de transacciones diarias;https://www.udemia.cl/free-day-trading-course/;0;90;5529;Nivel principiante;Finanzas
848664;Estrategia rentable de comercio de opciones binarias;https://www.udemia.cl/binaryoptions/;195000;24;1096;Todos los niveles;Finanzas
831066;Backspreads, Diagonales y Mariposas - Estrategias Avanzadas;https://www.udemia.cl/calendars-diagonals-butterfly-spreads/;60000;41;737;Nivel principiante;Finanzas
570844;Negociación profesional con oferta y demanda institucional;https://www.udemia.cl/comercio-profesional-con-suministro-institucional-demanda/;200000;84;343;Todos los niveles;Finanzas
1113822;Cómo establecer una sociedad limitada en el Reino Unido;https://www.udemia.cl/how-to-set-up-a-limited-company-in-the-uk/;0;69;2075;Todos los niveles;Finanzas
529718;Análisis financiero: comparar el rendimiento de las empresas;https://www.udemia.cl/análisis-de-rendimiento-financiero/;20000;40;1850;Nivel principiante;Finanzas
1034074;Sistemas de negociación de fondos de cobertura, segunda parte: acciones y ETF;https://www.udemia.cl/hedge-fund-trading-systems-two/;200000;10;56;Todos los niveles;Finanzas
369726;Excel nivel 0;https://www.udemia.cl/excel-course0;0;43;505;Nivel principiante;Finanzas
379682;Entorno del mercado financiero y estrategias de inversión;https://www.udemia.cl/financial-market-environment-investment-strategies/;105000;0;1;Nivel Experto;Finanzas
738910;Finanzas personales: Logrando la Libertad Financiera;https://www.udemia.cl/finanzas-personales-logrando-la-libertad-financiera/;30000;5;27;Nivel intermedio;Finanzas
551968;Opere las noticias en Forex: EA Robot incluido;https://www.udemia.cl/tradethenews/;200000;11;276;Nivel principiante;Finanzas
546924;Cómo financiar su idea de un millón de dólares: capital, deuda, sin fondos;https://www.udemia.cl/how-to-fund-your-million-dollar-idea-equity-debt-unfund/;50000;3;1105;Nivel principiante;Finanzas
316750;Aprenda el ABC de la inversión y comprenda el verdadero valor financiero;https://www.udemia.cl/investing-101-guide/;20000;0;3;Nivel principiante;Finanzas
270844;Tenga éxito en las opciones incluso si no sabe por dónde empezar;https://www.udemia.cl/tener-éxito-en-las-opciones-incluso-si-no-sabe-por-dónde-empezar/;200000;1;36;Nivel principiante;Finanzas
564966;Cómo leer una cuenta de pérdidas y ganancias y un balance general;https://www.udemia.cl/how-to-read-a-profit-loss-account-and-balance-sheet/;20000;10;49;Todos los niveles;Finanzas
430968;Las opciones más poderosas Spread Trading Front Ratio Spread;https://www.udemia.cl/the-most-powerful-options-spread-trading-front-ratio-spread/;200000;16;1487;Nivel principiante;Finanzas
760990;Productos de renta variable;https://www.udemia.cl/equity-products/;50000;17;426;Todos los niveles;Finanzas
707688;Certificación de Gerente Profesional de Riesgos (PRM): Nivel 1;https://www.udemia.cl/professional-risk-manager-prm-certification-level-1/;50000;10;116;Nivel principiante;Finanzas
