id_del_curso;Precio
1046540; 35.000 
446022; 35.000 
280194; 35.000 
68876; 35.000 
283038; 35.000 
893978; 35.000 
1234108; 35.000 
1019552; 35.000 
1075366; 35.000 
385662; 35.000 
429366; 35.000 
63712; 35.000 
507726; 35.000 
1091360; 35.000 
278948; 35.000 
1165268; 30.000 
144222; 30.000 
1101806; 30.000 
927336; 30.000 
608090; 30.000 
1136446; 30.000 
1246636; 30.000 
644914; 30.000 
1080584; 30.000 
1246518; 30.000 
1182330; 30.000 
742392; 30.000 
624356; 30.000 
872816; 30.000 
586680; 30.000 
1133648; 30.000 
971260; 30.000 
1185898; 30.000 
861742; 30.000 
753934; 30.000 
222976; 30.000 
1164488; 30.000 
986832; 30.000 
981684; 30.000 
286508; 30.000 
574132; 30.000 
1276020; 30.000 
804096; 30.000 
744696; 30.000 
1169062; 30.000 
406424; 30.000 
1088924; 30.000 
367460; 30.000 
733654; 30.000 
642656; 30.000 
960326; 30.000 
581352; 30.000 
1036766; 30.000 
20461; 30.000 
895302; 30.000 
1024800; 30.000 
1181652; 30.000 
1133716; 30.000 
413180; 30.000 
16689; 25.000 
883324; 25.000 
1143032; 25.000 
908324; 25.000 
883828; 25.000 
692918; 25.000 
471136; 25.000 
783438; 25.000 
1141560; 25.000 
317278; 25.000 
1018358; 25.000 
831640; 25.000 
341952; 25.000 
837798; 25.000 
449788; 25.000 
590622; 25.000 
74782; 25.000 
206592; 25.000 
753774; 25.000 
803058; 25.000 
1177156; 25.000 
546124; 25.000 
909486; 25.000 
276680; 25.000 
436568; 25.000 
669174; 25.000 
637402; 25.000 
942768; 25.000 
338308; 25.000 
693812; 25.000 
79120; 25.000 
1089062; 25.000 
1221032; 25.000 
913194; 25.000 
311846; 25.000 
1047408; 25.000 
77896; 20.000 
479760; 20.000 
600366; 20.000 
573064; 20.000 
817074; 20.000 
406054; 20.000 
1000116; 20.000 
1219520; 20.000 
518188; 20.000 
201812; 20.000 
661628; 20.000 
855188; 20.000 
185526; 20.000 
1158854; 20.000 
300466; 20.000 
273256; 20.000 
547190; 20.000 
1226332; 20.000 
517866; 20.000 
242176; 20.000 
711210; 20.000 
753154; 20.000 
502204; 20.000 
371900; 20.000 
77532; 20.000 
1137738; 20.000 
909970; 20.000 
65596; 20.000 
408118; 20.000 
1149656; 20.000 
726314; 20.000 
1128984; 20.000 
699382; 20.000 
1077836; 20.000 
181268; 20.000 
1083784; 20.000 
1022032; 20.000 
793246; 20.000 
1069348; 20.000 
768940; 20.000 
388104; 20.000 
1227748; 20.000 
1258402; 20.000 
37821; 20.000 
410974; 20.000 
335902; 20.000 
789670; 20.000 
1133764; 20.000 
134690; 20.000 
808808; 20.000 
429866; 20.000 
506164; 20.000 
1182900; 20.000 
810234; 20.000 
121490; 20.000 
951304; 20.000 
1125814; 20.000 
1153710; 20.000 
935108; 20.000 
185092; 20.000 
1134692; 20.000 
1228708; 20.000 
872262; 20.000 
514496; 20.000 
788722; 20.000 
647520; 20.000 
475214; 20.000 
513846; 20.000 
393850; 20.000 
395140; 20.000 
550360; 20.000 
1125728; 20.000 
456388; 20.000 
766906; 20.000 
1093760; 20.000 
31150; 20.000 
445102; 20.000 
385462; 20.000 
768366; 20.000 
255604; 20.000 
709160; 20.000 
663702; 20.000 
814200; 20.000 
20150; 20.000 
987865; 20.000 
428220; 20.000 
785328; 20.000 
651352; 20.000 
181264; 20.000 
181294; 20.000 
220604; 20.000 
435626; 20.000 
1196852; 20.000 
148982; 20.000 
895394; 20.000 
379814; 20.000 
934790; 20.000 
1029436; 20.000 
956002; 20.000 
374404; 20.000 
484896; 20.000 
561800; 20.000 
1164876; 20.000 
599652; 20.000 
185500; 20.000 
923902; 20.000 
185528; 20.000 
452182; 20.000 
995384; 20.000 
64078; 20.000 
1062048; 20.000 
439968; 20.000 
553832; 20.000 
145178; 20.000 
93484; 20.000 
1076222; 20.000 
722176; 20.000 
286424; 20.000 
559204; 20.000 
371490; 20.000 
188604; 20.000 
374652; 20.000 
906760; 20.000 
456988; 20.000 
637066; 20.000 
699380; 20.000 
692920; 20.000 
433084; 20.000 
223884; 20.000 
656914; 20.000 
1195812; 20.000 
249126; 20.000 
659340; 20.000 
1127944; 20.000 
622122; 20.000 
108384; 20.000 
177614; 20.000 
473474; 20.000 
366194; 20.000 
551964; 20.000 
294294; 20.000 
1252410; 20.000 
899240; 20.000 
368958; 20.000 
1131780; 20.000 
16714; 20.000 
994312; 20.000 
832870; 20.000 
907408; 20.000 
496302; 20.000 
502588; 20.000 
600486; 20.000 
1031648; 20.000 
508570; 20.000 
397204; 20.000 
364986; 20.000 
699376; 20.000 
431562; 20.000 
339560; 20.000 
1122306; 20.000 
559046; 20.000 
435138; 20.000 
81278; 20.000 
303042; 20.000 
640164; 20.000 
978272; 20.000 
648350; 20.000 
441106; 20.000 
793000; 20.000 
672086; 20.000 
349144; 20.000 
140368; 20.000 
513782; 20.000 
46524; 20.000 
497268; 20.000 
574194; 20.000 
766320; 20.000 
468182; 20.000 
955242; 20.000 
327310; 20.000 
397946; 20.000 
185538; 20.000 
524748; 20.000 
570188; 20.000 
1245356; 20.000 
1114164; 20.000 
579202; 20.000 
991416; 20.000 
1171720; 20.000 
939882; 20.000 
673142; 20.000 
938680; 20.000 
586914; 20.000 
1105636; 20.000 
672112; 20.000 
951912; 20.000 
192726; 20.000 
1163644; 20.000 
852060; 20.000 
496430; 20.000 
381828; 20.000 
544944; 20.000 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
